PERFORMANCE,DESCRICAO,SCENARIO,MARKET-TYPE,MBTI,E-I,S-N,T-F,J-P,SEED,TOTAL-DEMAND,CYCLES-TO-RETURN,MAX-VISITS-TO-AGENT,MIN-DISTANCE-TO-EXCLUDE
2102,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2010,4688,75,3,10
2114,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2009,4688,75,3,10
2120,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2010,4688,75,3,10
2103,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2010,4688,75,3,10
2102,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2010,4688,75,3,10
2089,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2009,4688,75,3,10
2065,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2010,4688,75,3,10
2027,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2010,4688,75,3,10
2014,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2010,4688,75,3,10
2075,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2010,4688,75,3,10
2161,PROF1 - E+RANDOM,LOW,Balanced,ERRR,E,R,R,R,2011,4688,75,3,10
2103,PROF8 - I+RANDOM,LOW,Balanced,IRRR,I,R,R,R,2011,4688,75,3,10
1964,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2010,4688,75,3,10
2085,PROF19 - J+RANDOM,LOW,Balanced,RRRJ,R,R,R,J,2011,4688,75,3,10
2161,PROF15 - S+RANDOM,LOW,Balanced,RSRR,R,S,R,R,2011,4688,75,3,10
2085,PROF17 - T+RANDOM,LOW,Balanced,RRTR,R,R,T,R,2011,4688,75,3,10
1965,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2010,4688,75,3,10
2134,PROF16 - N+RANDOM,LOW,Balanced,RNRR,R,N,R,R,2011,4688,75,3,10
2134,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2010,4688,75,3,10
2134,PROF18 - F+RANDOM,LOW,Balanced,RRFR,R,R,F,R,2011,4688,75,3,10
1992,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2010,4688,75,3,10
1981,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2010,4688,75,3,10
2136,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2011,4688,75,3,10
2095,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2011,4688,75,3,10
2130,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2010,4688,75,3,10
2161,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2011,4688,75,3,10
2099,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2011,4688,75,3,10
2116,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2011,4688,75,3,10
2076,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2011,4688,75,3,10
2135,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2011,4688,75,3,10
2127,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2011,4688,75,3,10
2130,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2011,4688,75,3,10
2145,PROF8 - I+RANDOM,LOW,Balanced,IRRR,I,R,R,R,2012,4688,75,3,10
2086,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2011,4688,75,3,10
2153,PROF15 - S+RANDOM,LOW,Balanced,RSRR,R,S,R,R,2012,4688,75,3,10
2147,PROF16 - N+RANDOM,LOW,Balanced,RNRR,R,N,R,R,2012,4688,75,3,10
2135,PROF1 - E+RANDOM,LOW,Balanced,ERRR,E,R,R,R,2012,4688,75,3,10
2153,PROF17 - T+RANDOM,LOW,Balanced,RRTR,R,R,T,R,2012,4688,75,3,10
2153,PROF19 - J+RANDOM,LOW,Balanced,RRRJ,R,R,R,J,2012,4688,75,3,10
2072,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2011,4688,75,3,10
2053,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2011,4688,75,3,10
2108,PROF18 - F+RANDOM,LOW,Balanced,RRFR,R,R,F,R,2012,4688,75,3,10
2149,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2012,4688,75,3,10
2155,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2012,4688,75,3,10
2127,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2012,4688,75,3,10
2104,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2011,4688,75,3,10
2096,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2011,4688,75,3,10
2126,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2012,4688,75,3,10
2115,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2012,4688,75,3,10
2128,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2012,4688,75,3,10
2138,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2012,4688,75,3,10
2064,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2013,4688,75,3,10
2151,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2012,4688,75,3,10
2143,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2013,4688,75,3,10
2110,PROF19 - J+RANDOM,LOW,Balanced,RRRJ,R,R,R,J,2013,4688,75,3,10
2128,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2013,4688,75,3,10
2135,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2013,4688,75,3,10
2146,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2012,4688,75,3,10
2149,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2012,4688,75,3,10
2142,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2012,4688,75,3,10
2139,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2012,4688,75,3,10
2116,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2012,4688,75,3,10
2131,PROF1 - E+RANDOM,LOW,Balanced,ERRR,E,R,R,R,2013,4688,75,3,10
2069,PROF8 - I+RANDOM,LOW,Balanced,IRRR,I,R,R,R,2013,4688,75,3,10
2053,PROF17 - T+RANDOM,LOW,Balanced,RRTR,R,R,T,R,2013,4688,75,3,10
2052,PROF15 - S+RANDOM,LOW,Balanced,RSRR,R,S,R,R,2013,4688,75,3,10
2141,PROF18 - F+RANDOM,LOW,Balanced,RRFR,R,R,F,R,2013,4688,75,3,10
2119,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2013,4688,75,3,10
2118,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2013,4688,75,3,10
2141,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2013,4688,75,3,10
2116,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2013,4688,75,3,10
2112,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2012,4688,75,3,10
2069,PROF16 - N+RANDOM,LOW,Balanced,RNRR,R,N,R,R,2013,4688,75,3,10
2096,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2013,4688,75,3,10
2118,PROF15 - S+RANDOM,LOW,Balanced,RSRR,R,S,R,R,2014,4688,75,3,10
2091,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2013,4688,75,3,10
2119,PROF1 - E+RANDOM,LOW,Balanced,ERRR,E,R,R,R,2014,4688,75,3,10
2072,PROF8 - I+RANDOM,LOW,Balanced,IRRR,I,R,R,R,2014,4688,75,3,10
2105,PROF18 - F+RANDOM,LOW,Balanced,RRFR,R,R,F,R,2014,4688,75,3,10
2102,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2013,4688,75,3,10
2111,PROF19 - J+RANDOM,LOW,Balanced,RRRJ,R,R,R,J,2014,4688,75,3,10
2111,PROF17 - T+RANDOM,LOW,Balanced,RRTR,R,R,T,R,2014,4688,75,3,10
2105,PROF16 - N+RANDOM,LOW,Balanced,RNRR,R,N,R,R,2014,4688,75,3,10
2040,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2013,4688,75,3,10
2083,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2013,4688,75,3,10
2100,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2014,4688,75,3,10
2097,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2014,4688,75,3,10
2076,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2013,4688,75,3,10
2095,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2014,4688,75,3,10
2117,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2014,4688,75,3,10
2106,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2014,4688,75,3,10
2078,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2014,4688,75,3,10
2091,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2014,4688,75,3,10
2061,PROF1 - E+RANDOM,LOW,Balanced,ERRR,E,R,R,R,2015,4688,75,3,10
2095,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2014,4688,75,3,10
2081,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2014,4688,75,3,10
2088,PROF8 - I+RANDOM,LOW,Balanced,IRRR,I,R,R,R,2015,4688,75,3,10
2061,PROF15 - S+RANDOM,LOW,Balanced,RSRR,R,S,R,R,2015,4688,75,3,10
2157,PROF18 - F+RANDOM,LOW,Balanced,RRFR,R,R,F,R,2015,4688,75,3,10
2038,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2014,4688,75,3,10
2061,PROF17 - T+RANDOM,LOW,Balanced,RRTR,R,R,T,R,2015,4688,75,3,10
2095,PROF16 - N+RANDOM,LOW,Balanced,RNRR,R,N,R,R,2015,4688,75,3,10
2061,PROF19 - J+RANDOM,LOW,Balanced,RRRJ,R,R,R,J,2015,4688,75,3,10
2023,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2014,4688,75,3,10
2109,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2014,4688,75,3,10
2147,PROF9 - IS+RANDOM,LOW,Balanced,ISRR,I,S,R,R,2015,4688,75,3,10
2129,PROF10 - IN+RANDOM,LOW,Balanced,INRR,I,N,R,R,2015,4688,75,3,10
2114,PROF5 - ESF+RANDOM,LOW,Balanced,ESFR,E,S,F,R,2015,4688,75,3,10
2116,PROF2 - ES+RANDOM,LOW,Balanced,ESRR,E,S,R,R,2015,4688,75,3,10
2085,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2014,4688,75,3,10
2114,PROF3 - EN+RANDOM,LOW,Balanced,ENRR,E,N,R,R,2015,4688,75,3,10
2085,PROF4 - EST+RANDOM,LOW,Balanced,ESTR,E,S,T,R,2015,4688,75,3,10
2082,PROF6 - ENT+RANDOM,LOW,Balanced,ENTR,E,N,T,R,2015,4688,75,3,10
2097,PROF7 - ENF+RANDOM,LOW,Balanced,ENFR,E,N,F,R,2015,4688,75,3,10
2067,PROF11 - IST+RANDOM,LOW,Balanced,ISTR,I,S,T,R,2015,4688,75,3,10
2099,PROF12 - ISF+RANDOM,LOW,Balanced,ISFR,I,S,F,R,2015,4688,75,3,10
2095,PROF13 - INT+RANDOM,LOW,Balanced,INTR,I,N,T,R,2015,4688,75,3,10
2048,PROF14 - INF+RANDOM,LOW,Balanced,INFR,I,N,F,R,2015,4688,75,3,10
2075,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2014,4688,75,3,10
2061,PROF20 - P+RANDOM,LOW,Balanced,RRRP,R,R,R,P,2015,4688,75,3,10
2086,PROF15 - RANDOM,LOW,Balanced,RRRR,R,R,R,R,2015,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2016,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2016,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2016,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2016,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2016,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2016,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2016,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2016,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2016,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2016,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2016,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2016,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2016,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2017,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2016,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2017,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2016,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2016,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2016,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2016,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2017,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2016,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2016,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2017,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2017,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2017,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2017,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2017,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2017,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2018,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2017,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2017,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2018,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2018,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2018,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2016,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2018,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2018,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2018,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2017,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2017,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2017,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2017,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2017,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2017,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2017,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2017,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2018,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2017,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2017,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2018,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2018,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2018,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2018,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2018,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2018,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2018,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2018,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2019,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2018,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2019,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2019,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2019,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2018,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2019,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2018,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2019,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2019,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2018,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2019,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2020,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2019,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2018,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2019,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2019,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2019,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2020,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2019,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2020,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2020,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2020,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2019,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2019,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2020,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2019,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2020,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2019,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2019,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2019,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2019,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2019,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2020,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2021,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2021,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2020,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2021,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2021,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2021,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2021,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2020,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2020,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2021,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2020,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2020,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2020,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2020,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2020,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2020,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2020,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2020,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2020,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2021,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2020,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2021,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2021,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2021,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2021,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2021,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2021,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2021,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2022,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2021,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2022,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2021,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2021,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2022,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2022,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2021,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2021,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2022,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2021,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2022,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2022,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2022,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2022,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2022,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2022,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2022,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2022,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2023,4688,75,3,10
