PERFORMANCE,DESCRICAO,SCENARIO,MARKET-TYPE,MBTI,E-I,S-N,T-F,J-P,SEED,TOTAL-DEMAND,CYCLES-TO-RETURN,MAX-VISITS-TO-AGENT,MIN-DISTANCE-TO-EXCLUDE
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2014,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2015,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2015,4688,75,3,10
1566,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2016,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2016,4688,75,3,10
1568,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2016,4688,75,3,10
1562,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2016,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2016,4688,75,3,10
1568,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2016,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2016,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2016,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2017,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2016,4688,75,3,10
1568,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2016,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2016,4688,75,3,10
1569,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2016,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2016,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2017,4688,75,3,10
1562,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2016,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2016,4688,75,3,10
1567,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2016,4688,75,3,10
1556,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2016,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2016,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2017,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2017,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2017,4688,75,3,10
1565,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2016,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2017,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2017,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2016,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2017,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2017,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2017,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2017,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2016,4688,75,3,10
1568,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2018,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2018,4688,75,3,10
1568,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2018,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2017,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2017,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2018,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2018,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2017,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2017,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2018,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2017,4688,75,3,10
1568,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2018,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2017,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2017,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2018,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2018,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2018,4688,75,3,10
1569,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2017,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2018,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2018,4688,75,3,10
1567,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2018,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2017,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2018,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2018,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2018,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2018,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2018,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2018,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2018,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2018,4688,75,3,10
1567,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2019,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2017,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2019,4688,75,3,10
1569,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2019,4688,75,3,10
1568,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2019,4688,75,3,10
1566,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2019,4688,75,3,10
1569,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2019,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2019,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2019,4688,75,3,10
1567,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2019,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2019,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2019,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2019,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2020,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2020,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2020,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2019,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2020,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2020,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2020,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2019,4688,75,3,10
1567,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2019,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2020,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2019,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2019,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2019,4688,75,3,10
1569,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2019,4688,75,3,10
1569,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2019,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2020,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2019,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2021,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2020,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2020,4688,75,3,10
1567,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2021,4688,75,3,10
1555,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2020,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2020,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2021,4688,75,3,10
1561,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2021,4688,75,3,10
1564,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2021,4688,75,3,10
1566,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2020,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2021,4688,75,3,10
1561,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2021,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2020,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2020,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2020,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2020,4688,75,3,10
1556,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2020,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2020,4688,75,3,10
1569,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2020,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2020,4688,75,3,10
1561,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2021,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2021,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2021,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2021,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2021,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2021,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2021,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2021,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2021,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2022,4688,75,3,10
1562,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2021,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2022,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2021,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2021,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2022,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2022,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2022,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2021,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2022,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2022,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2022,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2022,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2021,4688,75,3,10
1561,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2022,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2022,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2022,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2022,4688,75,3,10
1569,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2022,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2022,4688,75,3,10
1564,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2022,4688,75,3,10
1566,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2022,4688,75,3,10
1562,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2022,4688,75,3,10
1564,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2023,4688,75,3,10
1564,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2022,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2023,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2023,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2023,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2023,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2023,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2023,4688,75,3,10
1569,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2023,4688,75,3,10
1559,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2023,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2023,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2023,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2023,4688,75,3,10
1560,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2023,4688,75,3,10
1555,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2022,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2023,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2023,4688,75,3,10
1570,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2024,4688,75,3,10
1542,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2023,4688,75,3,10
1567,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2023,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2022,4688,75,3,10
1549,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2023,4688,75,3,10
1567,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2023,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2024,4688,75,3,10
1568,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2024,4688,75,3,10
1564,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2024,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2024,4688,75,3,10
1568,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2024,4688,75,3,10
1566,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2024,4688,75,3,10
1534,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2023,4688,75,3,10
1564,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2023,4688,75,3,10
1568,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2025,4688,75,3,10
1566,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2024,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2024,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2024,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2025,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2024,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2024,4688,75,3,10
1570,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2025,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2024,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2025,4688,75,3,10
1568,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2025,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2024,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2024,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2024,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2025,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2024,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2024,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2024,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2025,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2025,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2025,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2025,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2025,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2024,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2025,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2025,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2025,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2025,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2025,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2025,4688,75,3,10
1570,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2025,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2025,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2025,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2024,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2025,4688,75,3,10
1568,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2026,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2026,4688,75,3,10
1570,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2026,4688,75,3,10
1570,PROF14 - INF+RANDOM,LOW,Supply>Demand,INFR,I,N,F,R,2026,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2026,4688,75,3,10
1570,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2026,4688,75,3,10
1569,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2026,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2026,4688,75,3,10
1570,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2026,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2026,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2026,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2026,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2026,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2026,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2026,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2026,4688,75,3,10
1566,PROF19 - J+RANDOM,LOW,Supply>Demand,RRRJ,R,R,R,J,2027,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2026,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2026,4688,75,3,10
1570,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2026,4688,75,3,10
1568,PROF1 - E+RANDOM,LOW,Supply>Demand,ERRR,E,R,R,R,2027,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2026,4688,75,3,10
1567,PROF15 - RANDOM,LOW,Supply>Demand,RRRR,R,R,R,R,2026,4688,75,3,10
1568,PROF15 - S+RANDOM,LOW,Supply>Demand,RSRR,R,S,R,R,2027,4688,75,3,10
1570,PROF17 - T+RANDOM,LOW,Supply>Demand,RRTR,R,R,T,R,2027,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2027,4688,75,3,10
1570,PROF16 - N+RANDOM,LOW,Supply>Demand,RNRR,R,N,R,R,2027,4688,75,3,10
1569,PROF9 - IS+RANDOM,LOW,Supply>Demand,ISRR,I,S,R,R,2027,4688,75,3,10
1570,PROF18 - F+RANDOM,LOW,Supply>Demand,RRFR,R,R,F,R,2027,4688,75,3,10
1570,PROF20 - P+RANDOM,LOW,Supply>Demand,RRRP,R,R,R,P,2027,4688,75,3,10
1570,PROF2 - ES+RANDOM,LOW,Supply>Demand,ESRR,E,S,R,R,2027,4688,75,3,10
1568,PROF3 - EN+RANDOM,LOW,Supply>Demand,ENRR,E,N,R,R,2027,4688,75,3,10
1570,PROF5 - ESF+RANDOM,LOW,Supply>Demand,ESFR,E,S,F,R,2027,4688,75,3,10
1567,PROF10 - IN+RANDOM,LOW,Supply>Demand,INRR,I,N,R,R,2027,4688,75,3,10
1570,PROF11 - IST+RANDOM,LOW,Supply>Demand,ISTR,I,S,T,R,2027,4688,75,3,10
1570,PROF13 - INT+RANDOM,LOW,Supply>Demand,INTR,I,N,T,R,2027,4688,75,3,10
1570,PROF6 - ENT+RANDOM,LOW,Supply>Demand,ENTR,E,N,T,R,2027,4688,75,3,10
1570,PROF7 - ENF+RANDOM,LOW,Supply>Demand,ENFR,E,N,F,R,2027,4688,75,3,10
1570,PROF12 - ISF+RANDOM,LOW,Supply>Demand,ISFR,I,S,F,R,2027,4688,75,3,10
1570,PROF4 - EST+RANDOM,LOW,Supply>Demand,ESTR,E,S,T,R,2027,4688,75,3,10
1570,PROF8 - I+RANDOM,LOW,Supply>Demand,IRRR,I,R,R,R,2028,4688,75,3,10
